Datum;Erzeugung_Enercon-126_Enercon E-70 E4/2000;Erzeugung_SÃ¼dwind N3127_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/18.70_Enercon E-70 E4/2000;Erzeugung_Nordex N117/3000_Enercon E-70 E4/2000;Erzeugung_Nordex N27/150_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/44_Enercon E-70 E4/2000;Erzeugung_AN Bonus 600/45_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/5.40_Enercon E-70 E4/2000;Erzeugung_Senvion MM100_Enercon E-70 E4/2000;Erzeugung_Nordex N117/2400_Enercon E-70 E4/2000;Erzeugung_Nordex N100/2500_Enercon E-70 E4/2000;Erzeugung_Micon M1500-600_Enercon E-70 E4/2000;Erzeugung_Enercon E-40/6.44_Enercon E-70 E4/2000;Erzeugung_Vestas V90-2MW_Enercon E-70 E4/2000;Erzeugung_Vestas V117-3.3MW_Enercon E-70 E4/2000;Erzeugung_Enercon E-66/15.66_Enercon E-70 E4/2000;Erzeugung_Repower MD77_Enercon E-70 E4/2000;Erzeugung_Repower 3.4M104_Enercon E-70 E4/2000;Erzeugung_Tacke TW 600_Enercon E-70 E4/2000;Erzeugung_Enercon E-92_Enercon E-70 E4/2000;Erzeugung_NEG Micon NM48/600_Enercon E-70 E4/2000;Erzeugung_Siemens SWT-3.0-113_Enercon E-70 E4/2000
2019-06-27 07:00:00;2000;142;600;1000;50;315;315;166;1051;800;833;200;200;666;1100;500;500;1133;315;1051;200;1000
2019-06-27 08:00:00;2311;132;693;1155;57;293;293;192;977;924;962;231;231;770;1271;577;577;1309;293;977;231;1155
2019-06-27 09:00:00;2355;126;706;1177;58;280;280;196;933;942;981;235;235;785;1295;588;588;1334;280;933;235;1177
2019-06-27 10:00:00;2311;136;693;1155;57;302;302;192;1007;924;962;231;231;770;1271;577;577;1309;302;1007;231;1155
2019-06-27 11:00:00;2533;136;760;1266;63;302;302;211;1007;1013;1055;253;253;844;1393;633;633;1435;302;1007;253;1266
2019-06-27 12:00:00;2488;136;746;1244;62;302;302;207;1007;995;1037;248;248;829;1368;622;622;1410;302;1007;248;1244
2019-06-27 13:00:00;2755;142;826;1377;68;315;315;229;1051;1102;1148;275;275;918;1515;688;688;1561;315;1051;275;1377
2019-06-27 14:00:00;2533;150;760;1266;63;333;333;211;1111;1013;1055;253;253;844;1393;633;633;1435;333;1111;253;1266
2019-06-27 15:00:00;2400;144;720;1200;60;320;320;200;1066;960;1000;240;240;800;1320;600;600;1360;320;1066;240;1200
2019-06-27 16:00:00;2444;138;733;1222;61;306;306;203;1022;977;1018;244;244;814;1344;611;611;1385;306;1022;244;1222
2019-06-27 17:00:00;2488;134;746;1244;62;297;297;207;992;995;1037;248;248;829;1368;622;622;1410;297;992;248;1244
2019-06-27 18:00:00;2400;132;720;1200;60;293;293;200;977;960;1000;240;240;800;1320;600;600;1360;293;977;240;1200
2019-06-27 19:00:00;2222;124;666;1111;55;275;275;185;918;888;925;222;222;740;1222;555;555;1259;275;918;222;1111
2019-06-27 20:00:00;1600;96;480;800;40;213;213;133;711;640;666;160;160;533;880;400;400;906;213;711;160;800
2019-06-27 21:00:00;1333;92;400;666;33;204;204;111;681;533;555;133;133;444;733;333;333;755;204;681;133;666
2019-06-27 22:00:00;1822;70;546;911;45;155;155;151;518;728;759;182;182;607;1002;455;455;1032;155;518;182;911
2019-06-27 23:00:00;1466;86;440;733;36;191;191;122;637;586;611;146;146;488;806;366;366;831;191;637;146;733
2019-06-28 00:00:00;1822;92;546;911;45;204;204;151;681;728;759;182;182;607;1002;455;455;1032;204;681;182;911
2019-06-28 01:00:00;1288;84;386;644;32;186;186;107;622;515;537;128;128;429;708;322;322;730;186;622;128;644
2019-06-28 02:00:00;0;76;0;0;0;168;168;0;562;0;0;0;0;0;0;0;0;0;168;562;0;0
2019-06-28 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-28 04:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-06-28 05:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-06-28 06:00:00;0;72;0;0;0;160;160;0;533;0;0;0;0;0;0;0;0;0;160;533;0;0
2019-06-28 07:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-06-28 08:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-06-28 09:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-06-28 10:00:00;1288;0;386;644;32;0;0;107;0;515;537;128;128;429;708;322;322;730;0;0;128;644
2019-06-28 11:00:00;1244;52;373;622;31;115;115;103;385;497;518;124;124;414;684;311;311;705;115;385;124;622
2019-06-28 12:00:00;1288;62;386;644;32;137;137;107;459;515;537;128;128;429;708;322;322;730;137;459;128;644
2019-06-28 13:00:00;1555;70;466;777;38;155;155;129;518;622;648;155;155;518;855;388;388;881;155;518;155;777
2019-06-28 14:00:00;1555;68;466;777;38;151;151;129;503;622;648;155;155;518;855;388;388;881;151;503;155;777
2019-06-28 15:00:00;1733;74;520;866;43;164;164;144;548;693;722;173;173;577;953;433;433;982;164;548;173;866
2019-06-28 16:00:00;1866;84;560;933;46;186;186;155;622;746;777;186;186;622;1026;466;466;1057;186;622;186;933
2019-06-28 17:00:00;1777;90;533;888;44;200;200;148;666;711;740;177;177;592;977;444;444;1007;200;666;177;888
2019-06-28 18:00:00;1511;88;453;755;37;195;195;125;651;604;629;151;151;503;831;377;377;856;195;651;151;755
2019-06-28 19:00:00;1111;80;333;555;27;177;177;92;592;444;462;111;111;370;611;277;277;629;177;592;111;555
2019-06-28 20:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-06-28 21:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-06-28 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-28 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 10:00:00;1155;54;346;577;28;120;120;96;400;462;481;115;115;385;635;288;288;654;120;400;115;577
2019-06-29 11:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-06-29 12:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 13:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 14:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 15:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 16:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 17:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 18:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 20:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-06-29 21:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-06-29 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-29 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-30 00:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-06-30 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-30 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-30 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-06-30 04:00:00;0;50;0;0;0;111;111;0;370;0;0;0;0;0;0;0;0;0;111;370;0;0
2019-06-30 05:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-06-30 06:00:00;1155;64;346;577;28;142;142;96;474;462;481;115;115;385;635;288;288;654;142;474;115;577
2019-06-30 07:00:00;1244;68;373;622;31;151;151;103;503;497;518;124;124;414;684;311;311;705;151;503;124;622
2019-06-30 08:00:00;1600;76;480;800;40;168;168;133;562;640;666;160;160;533;880;400;400;906;168;562;160;800
2019-06-30 09:00:00;1733;116;520;866;43;257;257;144;859;693;722;173;173;577;953;433;433;982;257;859;173;866
2019-06-30 10:00:00;1822;118;546;911;45;262;262;151;874;728;759;182;182;607;1002;455;455;1032;262;874;182;911
2019-06-30 11:00:00;2177;144;653;1088;54;320;320;181;1066;871;907;217;217;725;1197;544;544;1234;320;1066;217;1088
2019-06-30 12:00:00;2355;154;706;1177;58;342;342;196;1140;942;981;235;235;785;1295;588;588;1334;342;1140;235;1177
2019-06-30 13:00:00;3688;178;1106;1844;92;395;395;307;1318;1475;1537;368;368;1229;2028;922;922;2090;395;1318;368;1844
2019-06-30 14:00:00;4133;226;1240;2066;103;502;502;344;1674;1653;1722;413;413;1377;2273;1033;1033;2342;502;1674;413;2066
2019-06-30 15:00:00;3733;208;1120;1866;93;462;462;311;1540;1493;1555;373;373;1244;2053;933;933;2115;462;1540;373;1866
2019-06-30 16:00:00;3244;164;973;1622;81;364;364;270;1214;1297;1351;324;324;1081;1784;811;811;1838;364;1214;324;1622
2019-06-30 17:00:00;3022;148;906;1511;75;328;328;251;1096;1208;1259;302;302;1007;1662;755;755;1712;328;1096;302;1511
2019-06-30 18:00:00;2533;130;760;1266;63;288;288;211;962;1013;1055;253;253;844;1393;633;633;1435;288;962;253;1266
2019-06-30 19:00:00;2533;134;760;1266;63;297;297;211;992;1013;1055;253;253;844;1393;633;633;1435;297;992;253;1266
2019-06-30 20:00:00;2222;114;666;1111;55;253;253;185;844;888;925;222;222;740;1222;555;555;1259;253;844;222;1111
2019-06-30 21:00:00;1600;94;480;800;40;208;208;133;696;640;666;160;160;533;880;400;400;906;208;696;160;800
2019-06-30 22:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-06-30 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-01 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-01 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-01 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-01 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-01 04:00:00;0;50;0;0;0;111;111;0;370;0;0;0;0;0;0;0;0;0;111;370;0;0
2019-07-01 05:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-07-01 06:00:00;1111;72;333;555;27;160;160;92;533;444;462;111;111;370;611;277;277;629;160;533;111;555
2019-07-01 07:00:00;1422;94;426;711;35;208;208;118;696;568;592;142;142;474;782;355;355;805;208;696;142;711
2019-07-01 08:00:00;1777;116;533;888;44;257;257;148;859;711;740;177;177;592;977;444;444;1007;257;859;177;888
2019-07-01 09:00:00;1777;126;533;888;44;280;280;148;933;711;740;177;177;592;977;444;444;1007;280;933;177;888
2019-07-01 10:00:00;2400;138;720;1200;60;306;306;200;1022;960;1000;240;240;800;1320;600;600;1360;306;1022;240;1200
2019-07-01 11:00:00;2800;142;840;1400;70;315;315;233;1051;1120;1166;280;280;933;1540;700;700;1586;315;1051;280;1400
2019-07-01 12:00:00;3466;178;1040;1733;86;395;395;288;1318;1386;1444;346;346;1155;1906;866;866;1964;395;1318;346;1733
2019-07-01 13:00:00;3288;176;986;1644;82;391;391;274;1303;1315;1370;328;328;1096;1808;822;822;1863;391;1303;328;1644
2019-07-01 14:00:00;3644;176;1093;1822;91;391;391;303;1303;1457;1518;364;364;1214;2004;911;911;2065;391;1303;364;1822
2019-07-01 15:00:00;3600;180;1080;1800;89;400;400;300;1333;1439;1500;359;359;1200;1980;900;900;2039;400;1333;359;1800
2019-07-01 16:00:00;3644;194;1093;1822;91;431;431;303;1437;1457;1518;364;364;1214;2004;911;911;2065;431;1437;364;1822
2019-07-01 17:00:00;3866;198;1160;1933;96;440;440;322;1466;1546;1611;386;386;1288;2126;966;966;2191;440;1466;386;1933
2019-07-01 18:00:00;3644;194;1093;1822;91;431;431;303;1437;1457;1518;364;364;1214;2004;911;911;2065;431;1437;364;1822
2019-07-01 19:00:00;3155;178;946;1577;78;395;395;262;1318;1262;1314;315;315;1051;1735;788;788;1788;395;1318;315;1577
2019-07-01 20:00:00;2488;136;746;1244;62;302;302;207;1007;995;1037;248;248;829;1368;622;622;1410;302;1007;248;1244
2019-07-01 21:00:00;1866;102;560;933;46;226;226;155;755;746;777;186;186;622;1026;466;466;1057;226;755;186;933
2019-07-01 22:00:00;2000;88;600;1000;50;195;195;166;651;800;833;200;200;666;1100;500;500;1133;195;651;200;1000
2019-07-01 23:00:00;1866;100;560;933;46;222;222;155;740;746;777;186;186;622;1026;466;466;1057;222;740;186;933
2019-07-02 00:00:00;1777;104;533;888;44;231;231;148;770;711;740;177;177;592;977;444;444;1007;231;770;177;888
2019-07-02 01:00:00;2088;100;626;1044;52;222;222;174;740;835;870;208;208;696;1148;522;522;1183;222;740;208;1044
2019-07-02 02:00:00;1866;92;560;933;46;204;204;155;681;746;777;186;186;622;1026;466;466;1057;204;681;186;933
2019-07-02 03:00:00;1422;94;426;711;35;208;208;118;696;568;592;142;142;474;782;355;355;805;208;696;142;711
2019-07-02 04:00:00;1555;100;466;777;38;222;222;129;740;622;648;155;155;518;855;388;388;881;222;740;155;777
2019-07-02 05:00:00;1822;84;546;911;45;186;186;151;622;728;759;182;182;607;1002;455;455;1032;186;622;182;911
2019-07-02 06:00:00;2622;120;786;1311;65;266;266;218;888;1048;1092;262;262;874;1442;655;655;1485;266;888;262;1311
2019-07-02 07:00:00;2800;160;840;1400;70;355;355;233;1185;1120;1166;280;280;933;1540;700;700;1586;355;1185;280;1400
2019-07-02 08:00:00;2666;112;800;1333;66;248;248;222;829;1066;1111;266;266;888;1466;666;666;1511;248;829;266;1333
2019-07-02 09:00:00;3022;154;906;1511;75;342;342;251;1140;1208;1259;302;302;1007;1662;755;755;1712;342;1140;302;1511
2019-07-02 10:00:00;3066;160;920;1533;76;355;355;255;1185;1226;1277;306;306;1022;1686;766;766;1737;355;1185;306;1533
2019-07-02 11:00:00;3377;162;1013;1688;84;359;359;281;1200;1351;1407;337;337;1125;1857;844;844;1914;359;1200;337;1688
2019-07-02 12:00:00;3377;188;1013;1688;84;417;417;281;1392;1351;1407;337;337;1125;1857;844;844;1914;417;1392;337;1688
2019-07-02 13:00:00;3511;182;1053;1755;87;404;404;292;1348;1404;1462;351;351;1170;1931;877;877;1989;404;1348;351;1755
2019-07-02 14:00:00;3555;168;1066;1777;88;373;373;296;1244;1422;1481;355;355;1185;1955;888;888;2014;373;1244;355;1777
2019-07-02 15:00:00;3200;168;960;1600;80;373;373;266;1244;1280;1333;320;320;1066;1760;800;800;1813;373;1244;320;1600
2019-07-02 16:00:00;3155;172;946;1577;78;382;382;262;1274;1262;1314;315;315;1051;1735;788;788;1788;382;1274;315;1577
2019-07-02 17:00:00;3155;166;946;1577;78;368;368;262;1229;1262;1314;315;315;1051;1735;788;788;1788;368;1229;315;1577
2019-07-02 18:00:00;2577;138;773;1288;64;306;306;214;1022;1031;1074;257;257;859;1417;644;644;1460;306;1022;257;1288
2019-07-02 19:00:00;2355;132;706;1177;58;293;293;196;977;942;981;235;235;785;1295;588;588;1334;293;977;235;1177
2019-07-02 20:00:00;1555;88;466;777;38;195;195;129;651;622;648;155;155;518;855;388;388;881;195;651;155;777
2019-07-02 21:00:00;1244;66;373;622;31;146;146;103;488;497;518;124;124;414;684;311;311;705;146;488;124;622
2019-07-02 22:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-07-02 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-03 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-03 01:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-07-03 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-03 03:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-07-03 04:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-07-03 05:00:00;0;64;0;0;0;142;142;0;474;0;0;0;0;0;0;0;0;0;142;474;0;0
2019-07-03 06:00:00;0;82;0;0;0;182;182;0;607;0;0;0;0;0;0;0;0;0;182;607;0;0
2019-07-03 07:00:00;1600;82;480;800;40;182;182;133;607;640;666;160;160;533;880;400;400;906;182;607;160;800
2019-07-03 08:00:00;2044;100;613;1022;51;222;222;170;740;817;851;204;204;681;1124;511;511;1158;222;740;204;1022
2019-07-03 09:00:00;2000;92;600;1000;50;204;204;166;681;800;833;200;200;666;1100;500;500;1133;204;681;200;1000
2019-07-03 10:00:00;2088;116;626;1044;52;257;257;174;859;835;870;208;208;696;1148;522;522;1183;257;859;208;1044
2019-07-03 11:00:00;2444;144;733;1222;61;320;320;203;1066;977;1018;244;244;814;1344;611;611;1385;320;1066;244;1222
2019-07-03 12:00:00;2488;128;746;1244;62;284;284;207;948;995;1037;248;248;829;1368;622;622;1410;284;948;248;1244
2019-07-03 13:00:00;2488;142;746;1244;62;315;315;207;1051;995;1037;248;248;829;1368;622;622;1410;315;1051;248;1244
2019-07-03 14:00:00;2622;150;786;1311;65;333;333;218;1111;1048;1092;262;262;874;1442;655;655;1485;333;1111;262;1311
2019-07-03 15:00:00;2400;156;720;1200;60;346;346;200;1155;960;1000;240;240;800;1320;600;600;1360;346;1155;240;1200
2019-07-03 16:00:00;2044;148;613;1022;51;328;328;170;1096;817;851;204;204;681;1124;511;511;1158;328;1096;204;1022
2019-07-03 17:00:00;2400;152;720;1200;60;337;337;200;1125;960;1000;240;240;800;1320;600;600;1360;337;1125;240;1200
2019-07-03 18:00:00;2400;130;720;1200;60;288;288;200;962;960;1000;240;240;800;1320;600;600;1360;288;962;240;1200
2019-07-03 19:00:00;1955;128;586;977;48;284;284;162;948;782;814;195;195;651;1075;488;488;1108;284;948;195;977
2019-07-03 20:00:00;1600;102;480;800;40;226;226;133;755;640;666;160;160;533;880;400;400;906;226;755;160;800
2019-07-03 21:00:00;1111;68;333;555;27;151;151;92;503;444;462;111;111;370;611;277;277;629;151;503;111;555
2019-07-03 22:00:00;0;62;0;0;0;137;137;0;459;0;0;0;0;0;0;0;0;0;137;459;0;0
2019-07-03 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-04 05:00:00;0;58;0;0;0;128;128;0;429;0;0;0;0;0;0;0;0;0;128;429;0;0
2019-07-04 06:00:00;0;76;0;0;0;168;168;0;562;0;0;0;0;0;0;0;0;0;168;562;0;0
2019-07-04 07:00:00;2133;112;640;1066;53;248;248;177;829;853;888;213;213;711;1173;533;533;1208;248;829;213;1066
2019-07-04 08:00:00;2266;134;680;1133;56;297;297;188;992;906;944;226;226;755;1246;566;566;1284;297;992;226;1133
2019-07-04 09:00:00;1822;106;546;911;45;235;235;151;785;728;759;182;182;607;1002;455;455;1032;235;785;182;911
2019-07-04 10:00:00;2400;122;720;1200;60;271;271;200;903;960;1000;240;240;800;1320;600;600;1360;271;903;240;1200
2019-07-04 11:00:00;1911;130;573;955;47;288;288;159;962;764;796;191;191;637;1051;477;477;1082;288;962;191;955
2019-07-04 12:00:00;1511;108;453;755;37;240;240;125;800;604;629;151;151;503;831;377;377;856;240;800;151;755
2019-07-04 13:00:00;2088;106;626;1044;52;235;235;174;785;835;870;208;208;696;1148;522;522;1183;235;785;208;1044
2019-07-04 14:00:00;2711;96;813;1355;67;213;213;225;711;1084;1129;271;271;903;1491;677;677;1536;213;711;271;1355
2019-07-04 15:00:00;2933;108;880;1466;73;240;240;244;800;1173;1222;293;293;977;1613;733;733;1662;240;800;293;1466
2019-07-04 16:00:00;2844;118;853;1422;71;262;262;237;874;1137;1185;284;284;948;1564;711;711;1611;262;874;284;1422
2019-07-04 17:00:00;3022;138;906;1511;75;306;306;251;1022;1208;1259;302;302;1007;1662;755;755;1712;306;1022;302;1511
2019-07-04 18:00:00;2888;146;866;1444;72;324;324;240;1081;1155;1203;288;288;962;1588;722;722;1637;324;1081;288;1444
2019-07-04 19:00:00;2577;134;773;1288;64;297;297;214;992;1031;1074;257;257;859;1417;644;644;1460;297;992;257;1288
2019-07-04 20:00:00;2666;128;800;1333;66;284;284;222;948;1066;1111;266;266;888;1466;666;666;1511;284;948;266;1333
2019-07-04 21:00:00;2622;110;786;1311;65;244;244;218;814;1048;1092;262;262;874;1442;655;655;1485;244;814;262;1311
2019-07-04 22:00:00;2177;112;653;1088;54;248;248;181;829;871;907;217;217;725;1197;544;544;1234;248;829;217;1088
2019-07-04 23:00:00;2222;100;666;1111;55;222;222;185;740;888;925;222;222;740;1222;555;555;1259;222;740;222;1111
2019-07-05 00:00:00;2266;106;680;1133;56;235;235;188;785;906;944;226;226;755;1246;566;566;1284;235;785;226;1133
2019-07-05 01:00:00;2666;122;800;1333;66;271;271;222;903;1066;1111;266;266;888;1466;666;666;1511;271;903;266;1333
2019-07-05 02:00:00;2222;122;666;1111;55;271;271;185;903;888;925;222;222;740;1222;555;555;1259;271;903;222;1111
2019-07-05 03:00:00;1777;110;533;888;44;244;244;148;814;711;740;177;177;592;977;444;444;1007;244;814;177;888
2019-07-05 04:00:00;2088;104;626;1044;52;231;231;174;770;835;870;208;208;696;1148;522;522;1183;231;770;208;1044
2019-07-05 05:00:00;1644;102;493;822;41;226;226;137;755;657;685;164;164;548;904;411;411;931;226;755;164;822
2019-07-05 06:00:00;1466;92;440;733;36;204;204;122;681;586;611;146;146;488;806;366;366;831;204;681;146;733
2019-07-05 07:00:00;1422;78;426;711;35;173;173;118;577;568;592;142;142;474;782;355;355;805;173;577;142;711
2019-07-05 08:00:00;2222;84;666;1111;55;186;186;185;622;888;925;222;222;740;1222;555;555;1259;186;622;222;1111
2019-07-05 09:00:00;2177;100;653;1088;54;222;222;181;740;871;907;217;217;725;1197;544;544;1234;222;740;217;1088
2019-07-05 10:00:00;2177;118;653;1088;54;262;262;181;874;871;907;217;217;725;1197;544;544;1234;262;874;217;1088
2019-07-05 11:00:00;2577;120;773;1288;64;266;266;214;888;1031;1074;257;257;859;1417;644;644;1460;266;888;257;1288
2019-07-05 12:00:00;2666;122;800;1333;66;271;271;222;903;1066;1111;266;266;888;1466;666;666;1511;271;903;266;1333
2019-07-05 13:00:00;2488;124;746;1244;62;275;275;207;918;995;1037;248;248;829;1368;622;622;1410;275;918;248;1244
2019-07-05 14:00:00;2755;110;826;1377;68;244;244;229;814;1102;1148;275;275;918;1515;688;688;1561;244;814;275;1377
2019-07-05 15:00:00;2755;126;826;1377;68;280;280;229;933;1102;1148;275;275;918;1515;688;688;1561;280;933;275;1377
2019-07-05 16:00:00;2400;114;720;1200;60;253;253;200;844;960;1000;240;240;800;1320;600;600;1360;253;844;240;1200
2019-07-05 17:00:00;2533;116;760;1266;63;257;257;211;859;1013;1055;253;253;844;1393;633;633;1435;257;859;253;1266
2019-07-05 18:00:00;2000;100;600;1000;50;222;222;166;740;800;833;200;200;666;1100;500;500;1133;222;740;200;1000
2019-07-05 19:00:00;1333;76;400;666;33;168;168;111;562;533;555;133;133;444;733;333;333;755;168;562;133;666
2019-07-05 20:00:00;1688;70;506;844;42;155;155;140;518;675;703;168;168;562;928;422;422;957;155;518;168;844
2019-07-05 21:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-07-05 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-05 23:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-07-06 00:00:00;0;54;0;0;0;120;120;0;400;0;0;0;0;0;0;0;0;0;120;400;0;0
2019-07-06 01:00:00;0;52;0;0;0;115;115;0;385;0;0;0;0;0;0;0;0;0;115;385;0;0
2019-07-06 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-06 03:00:00;0;56;0;0;0;124;124;0;414;0;0;0;0;0;0;0;0;0;124;414;0;0
2019-07-06 04:00:00;1200;0;360;600;30;0;0;100;0;480;500;120;120;400;660;300;300;680;0;0;120;600
2019-07-06 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-07-06 06:00:00;1111;64;333;555;27;142;142;92;474;444;462;111;111;370;611;277;277;629;142;474;111;555
2019-07-06 07:00:00;1200;72;360;600;30;160;160;100;533;480;500;120;120;400;660;300;300;680;160;533;120;600
2019-07-06 08:00:00;1466;84;440;733;36;186;186;122;622;586;611;146;146;488;806;366;366;831;186;622;146;733
2019-07-06 09:00:00;1600;104;480;800;40;231;231;133;770;640;666;160;160;533;880;400;400;906;231;770;160;800
