Datum;SH_Netze_;HH_NETZ_Hamburg;STW Nordfriesland_Niebüll;STW Nordfriesland Netz_Leck;STW Nordfriesland Netz_Bredstedt;EX Satrup H.N. Clausen_;STW Husum Netz_Husum;Schleswig STW_Schleswig;Stw Eckernförde_Eckernförde;STW Heide _Heide; GETEC net_;Stw Rendsburg_Rendsburg;stw Nortorf_Nortorf;stw Itzehoe_Itzehoe;stw Wilster_Wilster;stw Brunsbüttel_Brunsbüttel;Covestro Brunsbüttel Energie_Covestro Brunsbüttel Energie;Stw Glückstadt_Glückstadt;Stw Elmshorn_Elmshorn;Stw Wedel_Wedel;Stw Barmstedt_Bramstedt;Stw Tornesch netz_Tornesch;Stw Pinneberg_Pinneberg;Stw Quickborn_Quickborn;Stw Norderstedt_Norderstedt;Stw Kaltenkirchen_Kaltenkirchen;STw Bad Bramstedt netz_Bad Bramstedt;e-Werk Sachsenwald Reinbeck_Reinbeck;Stw Geesthacht_Geesthacht;Vers. Betr. Elbe_Lauenburg;Vers. Betr. Elbe_Boizenburg;Vers. Betr. Elbe_Amt Lütau;Vereinigte Stadtwerke Netz OD z.b._Mölln, Ratzeburg, BadOldesloe, Nusse, Reinfeld;Energieversorgung Sylt_Sylt;ews-Netz_Bad Segeberg;TraveNetz_Travemünde;Westnetz (scharbeutz)_Scharbeutz;Stw Neustadt in Holstein_Neustadt;Stw Oldenburg in Holstein_Oldenburg;Versorgungsbetr. Bordesholm_Bordesholm;SW Kiel Netz_Kiel;Stw Schwentinental_Schwentinental;Gemeine Schönkirchen_Schönkirchen;Gemeinde Heikendorf_Heikendorf;Versorgungsbetr. Kronshagen_Kronshagen;Flensburg _Flensburg 
26.06.2020 04:00;311309,90;1024576,00;6922,50;4551,25;2960,50;9985,25;9985,25;4230,49;9985,25;7935,00;9985,25;4230,49;1778,59;29077,00;2449,00;18321,00;11077,25;6658,00;8144,94;7565,42;9527,00;9527,00;7565,42;15104,00;5713,26;7107,87;10129,75;5713,26;9448,31;6442,00;11077,25;670,75;14448,25;25065,00;11102,00;70984,00;5080,00;10129,75;5080,00;5080,00;94297,50;4090,46;1127,89;1127,89;914,00;42944,22
26.06.2020 05:00;345668,00;1079994,00;7110,00;4816,50;3343,25;10823,50;10823,50;4790,67;10823,50;8720,00;10823,50;4790,67;1981,32;31383,00;2581,00;18103,00;11939,00;7371,00;8806,41;8330,31;10049,00;10049,00;8330,31;15939,25;5860,01;7807,09;11494,50;5860,01;10209,34;7287,25;11939,00;719,50;16447,75;24948,00;11874,00;71640,00;5955,50;11494,50;5955,50;5955,50;94525,00;4535,99;1233,80;1233,80;977,00;47913,44
26.06.2020 06:00;420149,60;1206207,00;8580,25;5666,50;3919,75;14049,00;14049,00;5919,46;14049,00;7595,00;14049,00;5919,46;2473,88;36925,00;3090,00;18778,00;14311,75;9207,00;10871,58;10378,23;12474,00;12474,00;10378,23;19612,25;7175,91;9984,23;14341,25;7175,91;13367,83;9820,50;14311,75;841,75;20738,75;26956,00;14598,00;78086,00;7171,50;14341,25;7171,50;7171,50;101445,00;5522,16;1540,87;1540,87;1146,00;60031,24
26.06.2020 07:00;474335,10;1336694,00;9909,75;6389,25;4247,00;16758,50;16758,50;7085,74;16758,50;8673,33;16758,50;7085,74;2866,28;41244,00;3478,00;20150,00;15389,75;10192,00;12927,90;12105,76;14005,00;14005,00;12105,76;23262,00;7985,08;11922,12;16412,25;7985,08;15303,95;10967,75;15389,75;971,75;24803,00;33171,00;17594,00;93219,00;7711,75;16412,25;7711,75;7711,75;124307,50;6474,84;1802,45;1802,45;1219,00;74243,98
26.06.2020 08:00;485372,40;1432419,00;10702,75;6348,75;3935,00;19421,00;19421,00;7851,01;19421,00;8600,00;19421,00;7851,01;3001,37;44627,00;3397,00;21016,00;16287,50;11286,00;14375,45;13336,32;14377,00;14377,00;13336,32;25612,75;8399,13;13636,01;16450,25;8399,13;16173,01;11708,75;16287,50;1037,50;26945,00;41626,00;19655,00;106644,00;7367,50;16450,25;7367,50;7367,50;145010,00;6932,48;1999,11;1999,11;1116,00;82533,83
26.06.2020 09:00;470690,00;1478129,00;9779,50;5552,00;3341,00;20222,00;20222,00;7832,67;20222,00;7875,00;20222,00;7832,67;2975,33;44945,00;3173,00;20306,00;16073,75;11115,00;14620,32;13726,47;13988,00;13988,00;13726,47;25698,25;8703,88;14027,33;17704,50;8703,88;15922,36;11016,25;16073,75;1054,75;28229,00;50741,00;20758,00;116625,00;6819,75;17704,50;6819,75;6819,75;157340,00;7190,35;2085,76;2085,76;967,00;85442,32
26.06.2020 10:00;443938,10;1514261,00;8856,50;5515,00;3301,00;20511,00;20511,00;7849,40;20511,00;7160,00;20511,00;7849,40;2846,03;45673,00;2920,00;19476,00;16438,00;11180,00;14320,89;14358,47;13829,00;13829,00;14358,47;25479,00;8754,71;14180,20;17392,75;8754,71;15665,83;11439,75;16438,00;997,25;28513,00;54678,00;20766,00;122252,00;5986,25;17392,75;5986,25;5986,25;165975,00;7507,41;2167,35;2167,35;832,00;89177,39
26.06.2020 11:00;427860,20;1537946,00;8570,50;5528,00;3213,50;20907,25;20907,25;7921,72;20907,25;6850,00;20907,25;7921,72;2747,94;44887,00;2865,00;18656,00;16655,00;10939,00;14148,38;14738,87;13639,00;13639,00;14738,87;25837,50;8859,46;14414,49;17417,75;8859,46;15504,87;11306,75;16655,00;978,75;28170,00;54986,00;20731,00;124611,00;6136,25;17417,75;6136,25;6136,25;169035,00;7374,97;2271,44;2271,44;778,00;90098,89
26.06.2020 12:00;414598,30;1539498,00;8884,25;5431,25;2799,50;20231,50;20231,50;7351,21;20231,50;5900,00;20231,50;7351,21;2564,78;43141,00;2581,00;18204,00;15848,00;10515,00;14279,20;14809,01;13671,00;13671,00;14809,01;25631,75;9005,65;13791,36;16949,00;9005,65;15029,81;11266,50;15848,00;920,00;27135,75;53399,00;20249,00;126182,00;5749,75;16949,00;5749,75;5749,75;171792,50;7114,86;2369,02;2369,02;674,00;88748,44
26.06.2020 13:00;394448,60;1516503,00;8018,25;5147,75;2248,50;19407,50;19407,50;7062,86;19407,50;5440,00;19407,50;7062,86;2452,27;41000,00;2462,00;16837,00;15199,50;10063,00;13532,92;14854,26;12942,00;12942,00;14854,26;24507,25;9058,85;13235,18;16191,00;9058,85;14354,82;10614,25;15199,50;874,25;26145,50;51431,00;19447,00;125074,00;5298,25;16191,00;5298,25;5298,25;169377,50;6718,10;2111,25;2111,25;636,00;84941,36
26.06.2020 14:00;383307,40;1547731,00;6588,50;4633,00;1959,25;18375,50;18375,50;6558,60;18375,50;5310,00;18375,50;6558,60;2387,06;39634,00;2433,00;16093,00;15202,75;9925,00;12832,58;14623,79;12849,00;12849,00;14623,79;23657,75;8693,73;12467,05;15293,75;8693,73;13934,85;10181,75;15202,75;856,75;25072,75;49619,00;18580,00;121671,00;4723,00;15293,75;4723,00;4723,00;159997,50;6526,96;2062,53;2062,53;650,00;82122,61
26.06.2020 15:00;382849,80;1576909,00;6786,25;4657,50;2861,00;18167,50;18167,50;6298,47;18167,50;5020,00;18167,50;6298,47;2398,29;39739,00;2592,00;16552,00;15232,25;9825,00;13595,58;14415,72;13728,00;13728,00;14415,72;24272,00;8668,62;12232,98;15036,25;8668,62;13607,88;10401,50;15232,25;840,50;24328,25;48614,00;17931,00;117603,00;5252,50;15036,25;5252,50;5252,50;155287,50;6367,17;2016,20;2016,20;714,00;79045,32
26.06.2020 16:00;395937,80;1555286,00;8418,25;4964,50;4092,75;17124,25;17124,25;6579,07;17124,25;4970,00;17124,25;6579,07;2507,94;40338,00;2806,00;17146,00;15457,25;10034,00;13945,19;14309,21;13138,00;13138,00;14309,21;24498,75;8666,76;11851,66;15617,75;8666,76;14052,70;10556,25;15457,25;858,25;23674,25;47974,00;18050,00;115837,00;5078,00;15617,75;5078,00;5078,00;150540,00;6798,40;2005,41;2005,41;835,00;79188,32
26.06.2020 17:00;424486,90;1520741,00;6633,00;5276,00;2586,75;17780,25;17780,25;7094,40;17780,25;5230,00;17780,25;7094,40;2676,58;43787,00;3398,00;19125,00;15308,00;10698,00;15122,44;14635,64;13765,00;13765,00;14635,64;25710,50;8560,58;12437,33;16909,75;8560,58;14024,29;11331,00;15308,00;990,75;24055,50;49462,00;18788,00;112424,00;6383,75;16909,75;6383,75;6383,75;147800,00;6965,62;2036,05;2036,05;1106,00;80562,06
26.06.2020 18:00;440541,00;1542392,00;7273,50;5964,25;3002,00;18232,50;18232,50;7413,13;18232,50;5870,00;18232,50;7413,13;2573,81;43869,00;4005,00;20228,00;15526,25;11160,00;16075,92;15149,59;14586,00;14586,00;15149,59;26271,75;8308,40;12822,82;18192,75;8308,40;13440,67;11101,50;15526,25;1121,00;23789,75;52558,00;19344,00;110658,00;7380,00;18192,75;7380,00;7380,00;147182,50;7076,57;2099,79;2099,79;1400,00;79314,35
26.06.2020 19:00;438968,60;1348993,00;8616,50;7019,00;3747,50;17416,25;17416,25;7320,73;17416,25;6830,00;17416,25;7320,73;2517,74;43477,00;3857,00;21117,00;15130,25;10996,00;16219,26;14859,15;14822,00;14822,00;14859,15;26399,50;8031,27;12368,49;18484,00;8031,27;12839,31;10552,00;15130,25;1108,50;22798,00;54551,00;18240,00;110435,00;8389,75;18484,00;8389,75;8389,75;147597,50;6605,46;2072,23;2072,23;1360,00;76727,92
26.06.2020 20:00;423292,90;966379,00;9393,00;7127,50;4359,50;16984,75;16984,75;7064,04;16984,75;8005,00;16984,75;7064,04;2405,02;41990,00;3693,00;20726,00;14046,00;10631,00;15516,54;13802,64;13747,00;13747,00;13802,64;25280,25;7397,74;12024,40;17454,50;7397,74;12110,24;10333,75;14046,00;1083,25;21510,50;53488,00;16788,00;108911,00;8178,25;17454,50;8178,25;8178,25;173087,50;5664,35;2024,94;2024,94;1277,00;70632,36
26.06.2020 21:00;410021,00;910468,00;9397,50;6732,25;4251,00;15416,75;15416,75;6624,48;15416,75;9170,00;15416,75;6624,48;2335,51;39436,00;3426,00;20809,00;12536,50;9952,00;14553,72;12615,21;13014,00;13014,00;12615,21;23438,75;6838,61;11020,61;16245,50;6838,61;11450,18;9577,75;12536,50;1034,25;19649,75;49913,00;15741,00;102008,00;8310,75;16245,50;8310,75;8310,75;170775,00;5318,69;1894,65;1894,65;1199,00;64936,33
26.06.2020 22:00;416656,90;888833,00;9146,00;6179,50;4046,25;14200,25;14200,25;6349,08;14200,25;9180,00;14200,25;6349,08;2302,21;38203,00;3283,00;21765,00;12289,75;9397,00;13653,25;11943,59;12418,00;12418,00;11943,59;22520,00;6547,46;10274,66;14857,00;6547,46;11552,96;9235,50;12289,75;996,25;18627,25;44907,00;15695,00;93659,00;7751,25;14857,00;7751,25;7751,25;128942,50;5419,74;1819,57;1819,57;1153,00;62110,38
26.06.2020 23:00;385359,30;931076,00;8520,25;5560,50;3699,25;12607,00;12607,00;5767,51;12607,00;8660,00;12607,00;5767,51;2071,30;35275,00;3119,00;20953,00;11049,25;8616,00;12374,77;10183,55;11515,00;11515,00;10183,55;20652,00;6139,85;9187,26;13305,75;6139,85;10946,22;8358,00;11049,25;917,00;16340,75;42999,00;14007,00;89384,00;6893,25;13305,75;6893,25;6893,25;121705,00;5031,10;1676,00;1676,00;1098,00;57243,89
27.06.2020 00:00;341612,00;1190621,00;7686,75;5082,75;3295,75;10909,50;10909,50;5122,98;10909,50;9110,00;10909,50;5122,98;1851,75;32040,00;2811,00;20351,00;10550,25;7731,00;10633,41;8508,08;10433,00;10433,00;8508,08;18266,75;5686,47;8016,24;11863,25;5686,47;10138,00;7497,00;10550,25;836,50;14600,50;39112,00;12539,00;78766,00;6195,00;11863,25;6195,00;6195,00;113747,50;4379,89;1450,59;1450,59;993,00;51001,41
27.06.2020 01:00;316183,10;1136502,00;7248,25;4513,25;3034,50;10287,25;10287,25;4600,31;10287,25;7265,00;10287,25;4600,31;1768,66;30117,00;2629,00;19608,00;9664,25;7073,00;9397,51;7669,57;9674,00;9674,00;7669,57;16706,25;5331,90;7443,78;10908,25;5331,90;9811,85;6976,00;9664,25;775,50;13929,50;32632,00;11651,00;70814,00;5759,75;10908,25;5759,75;5759,75;103020,00;4055,06;1259,00;1259,00;937,00;45486,93
27.06.2020 02:00;300446,00;1115653,00;7007,75;4163,00;3003,00;9870,00;9870,00;4403,43;9870,00;7290,00;9870,00;4403,43;1617,28;28860,00;2475,00;18602,00;9085,00;6665,00;8742,71;7300,42;8985,00;8985,00;7300,42;15471,50;5044,09;7136,72;10371,00;5044,09;9141,16;6404,50;9085,00;727,75;13129,50;28390,00;11116,00;66146,00;5810,75;10371,00;5810,75;5810,75;95080,00;3806,07;1187,00;1187,00;883,00;42827,34
27.06.2020 03:00;294423,80;1095208,00;6870,75;4011,75;2875,25;9900,25;9900,25;4276,41;9900,25;7125,00;9900,25;4276,41;1552,47;28129,00;2406,00;17677,00;9045,50;6431,00;8365,86;7285,21;8526,00;8526,00;7285,21;15048,75;4946,63;7088,33;10062,00;4946,63;8896,89;6241,25;9045,50;696,75;13016,00;26428,00;10923,00;63159,00;5271,00;10062,00;5271,00;5271,00;90467,50;3539,43;1151,81;1151,81;859,00;41507,13
27.06.2020 04:00;291448,80;1061735,00;6775,25;4020,50;2973,25;9759,50;9759,50;4163,55;9759,50;8900,00;9759,50;4163,55;1573,18;28379,00;2418,00;17290,00;8572,50;6348,00;8170,54;7434,82;8049,00;8049,00;7434,82;14850,25;4824,16;6961,52;10164,00;4824,16;8601,75;6153,50;8572,50;635,75;12862,50;25887,00;10911,00;62122,00;5106,00;10164,00;5106,00;5106,00;88507,50;3516,29;1104,50;1104,50;860,00;39844,38
27.06.2020 05:00;299827,20;1066166,00;7007,75;3874,25;3160,25;10297,25;10297,25;4319,98;10297,25;9125,00;10297,25;4319,98;1567,13;28596,00;2401,00;16935,00;8113,25;6820,00;8282,21;8202,36;7695,00;7695,00;8202,36;14831,25;4540,58;7308,61;10901,25;4540,58;8660,74;6332,75;8113,25;631,75;13448,75;26039,00;11043,00;59608,00;5633,25;10901,25;5633,25;5633,25;86682,50;3454,59;1194,29;1194,29;849,00;40646,36
27.06.2020 06:00;331098,40;1127411,00;7201,00;4195,50;3411,75;11401,00;11401,00;4798,78;11401,00;8845,00;11401,00;4798,78;1873,53;30406,00;2571,00;16848,00;9133,25;7325,00;9375,47;10424,90;8289,00;8289,00;10424,90;16725,50;4878,98;8099,89;12403,00;4878,98;10134,31;7094,00;9133,25;748,75;15617,50;26551,00;12414,00;60995,00;5644,25;12403,00;5644,25;5644,25;86977,50;3998,83;1352,82;1352,82;875,00;45869,55
27.06.2020 07:00;366343,80;1213706,00;8023,25;4554,25;3455,75;13560,50;13560,50;5415,44;13560,50;8080,00;13560,50;5415,44;2111,07;33337,00;2826,00;16915,00;10072,50;8127,00;10502,81;12416,71;8925,00;8925,00;12416,71;18557,75;5303,91;9487,97;14857,75;5303,91;11414,13;7798,25;10072,50;923,50;17705,25;32115,00;14202,00;66700,00;6236,25;14857,75;6236,25;6236,25;94487,50;4645,35;1522,99;1522,99;906,00;55359,07
27.06.2020 08:00;393088,90;1300504,00;8208,50;4483,25;3318,25;16095,25;16095,25;6041,83;16095,25;7975,00;16095,25;6041,83;2262,21;36505,00;3017,00;17869,00;10890,75;9161,00;12097,30;13609,90;10255,00;10255,00;13609,90;21084,00;5959,44;11068,54;16617,00;5959,44;12580,79;8850,75;10890,75;1048,50;20420,75;39222,00;16685,00;75838,00;6480,00;16617,00;6480,00;6480,00;107810,00;5404,92;1889,46;1889,46;905,00;66411,05
27.06.2020 09:00;398663,40;1372227,00;8074,50;4197,75;3000,50;17923,25;17923,25;6446,07;17923,25;7380,00;17923,25;6446,07;2294,34;38442,00;3125,00;18197,00;10731,25;9791,00;13176,83;14174,18;10522,00;10522,00;14174,18;22191,25;6604,00;12184,66;17609,50;6604,00;13173,97;9292,50;10731,25;1109,75;21947,00;47950,00;18474,00;87475,00;6279,75;17609,50;6279,75;6279,75;124245,00;6056,57;2022,21;2022,21;876,00;73491,01
27.06.2020 10:00;382946,30;1417186,00;7904,75;3929,50;2855,50;18327,75;18327,75;6568,95;18327,75;6895,00;18327,75;6568,95;2231,30;39047,00;2968,00;16963,00;11258,75;9862,00;13522,10;13950,96;10926,00;10926,00;13950,96;22475,75;6953,11;12448,35;17183,00;6953,11;13386,36;9496,00;11258,75;1026,50;22456,50;52500,00;18472,00;96415,00;5748,75;17183,00;5748,75;5748,75;136050,00;6445,03;2143,04;2143,04;780,00;76906,92
27.06.2020 11:00;366765,20;1439666,00;7150,25;3867,50;2738,50;18823,25;18823,25;6511,07;18823,25;6285,00;18823,25;6511,07;2201,04;39109,00;3002,00;16579,00;11956,75;10039,00;13932,99;14192,92;11035,00;11035,00;14192,92;22875,50;7032,14;12667,16;16707,50;7032,14;13628,85;9772,75;11956,75;1027,25;22742,75;53584,00;18566,00;99964,00;5055,00;16707,50;5055,00;5055,00;141452,50;6318,55;2150,11;2150,11;782,00;79011,46
27.06.2020 12:00;353495,80;1449431,00;6897,25;3485,50;2383,00;18222,25;18222,25;6084,20;18222,25;5325,00;18222,25;6084,20;2117,48;37379,00;2425,00;17735,00;11721,50;9824,00;13474,10;14478,56;10508,00;10508,00;14478,56;23230,25;7027,53;12153,22;15925,50;7027,53;13539,29;9901,00;11721,50;919,50;22681,75;52452,00;18224,00;100785,00;4896,25;15925,50;4896,25;4896,25;143202,50;6324,05;2176,53;2176,53;543,00;76290,72
27.06.2020 13:00;356358,20;1408935,00;5771,75;3927,50;3215,50;16959,00;16959,00;6253,34;16959,00;5185,00;16959,00;6253,34;2071,66;39142,00;3373,00;18981,00;11005,25;10340,00;13866,39;14126,94;11390,00;11390,00;14126,94;22433,75;7002,81;11606,17;15026,50;7002,81;13351,32;8997,25;11005,25;945,50;21738,00;50850,00;17125,00;100218,00;4667,25;15026,50;4667,25;4667,25;141347,50;6498,67;2101,41;2101,41;1061,00;72263,98
27.06.2020 14:00;364272,30;1430503,00;2846,75;3684,50;2504,75;16189,50;16189,50;6858,13;16189,50;4555,00;16189,50;6858,13;2076,18;39520,00;3160,00;17336,00;11347,25;10172,00;14629,20;13646,75;11532,00;11532,00;13646,75;23522,00;6936,27;11523,81;14143,25;6936,27;13564,78;9295,75;11347,25;903,00;20564,25;49532,00;17514,00;97282,00;5906,75;14143,25;5906,75;5906,75;137452,50;6589,59;1975,80;1975,80;956,00;69913,63
27.06.2020 15:00;359505,80;1410629,00;1244,00;967,75;9,00;16548,25;16548,25;6290,43;16548,25;4446,67;16548,25;6290,43;2019,22;36374,00;2870,00;19276,00;11483,75;9528,00;13152,63;13165,09;10620,00;10620,00;13165,09;22870,25;6714,31;11419,34;14116,75;6714,31;12893,02;8560,50;11483,75;924,00;20906,25;48104,00;17806,00;94620,00;6076,00;14116,75;6076,00;6076,00;135380,00;6445,38;2006,85;2006,85;819,00;80802,33
27.06.2020 16:00;429903,50;1411067,00;8761,75;5071,75;3000,00;17568,00;17568,00;6705,85;17568,00;4675,00;17568,00;6705,85;2547,06;40292,00;3991,00;21275,00;11022,00;10448,00;14236,90;13285,03;11828,00;11828,00;13285,03;23489,00;6772,89;12136,92;17754,75;6772,89;14930,48;9176,25;11022,00;963,50;20362,00;48932,00;17253,00;94597,00;6625,00;17754,75;6625,00;6625,00;137092,50;7534,01;2087,01;2087,01;1360,00;76138,61
27.06.2020 17:00;486449,20;1422016,00;9648,00;5683,50;3373,00;19107,25;19107,25;7854,49;19107,25;5315,00;19107,25;7854,49;2865,09;41587,00;4104,00;20893,00;11992,25;10569,00;14772,63;13631,40;11838,00;11838,00;13631,40;24590,75;6812,41;13480,87;19377,00;6812,41;15200,60;9900,00;11992,25;1072,25;21336,25;52094,00;18154,00;94071,00;8427,50;19377,00;8427,50;8427,50;139195,00;7552,44;2177,16;2177,16;1366,00;80396,96
27.06.2020 18:00;501581,60;1409359,00;11151,00;6634,50;5128,75;18599,75;18599,75;7807,41;18599,75;6675,00;18599,75;7807,41;2920,71;42041,00;4016,00;22021,00;12132,25;10943,00;15536,27;14052,46;12435,00;12435,00;14052,46;24959,00;6756,69;13203,58;19709,50;6756,69;14643,16;10306,75;12132,25;1106,00;21387,25;56775,00;18695,00;95997,00;8932,75;19709,50;8932,75;8932,75;144072,50;7312,44;2316,68;2316,68;1334,00;80082,88
27.06.2020 19:00;490501,60;1290113,00;8745,75;5967,25;4929,75;18220,00;18220,00;7777,40;18220,00;7985,00;18220,00;7777,40;2739,11;41850,00;4204,00;21710,00;11911,75;10909,00;15262,16;13935,13;12325,00;12325,00;13935,13;25346,00;6595,84;12998,70;19002,25;6595,84;13310,41;10193,25;11911,75;1103,75;20658,25;60821,00;18277,00;97694,00;8427,75;19002,25;8427,75;8427,75;145002,50;6668,15;2254,30;2254,30;1447,00;78438,07
27.06.2020 20:00;469662,10;936117,00;8714,25;5418,75;4474,00;17605,00;17605,00;7162,03;17605,00;9150,00;17605,00;7162,03;2548,90;40150,00;3850,00;22049,00;11326,50;10314,00;15472,28;13341,60;12126,00;12126,00;13341,60;24206,00;6060,38;12383,51;17393,75;6060,38;11991,00;9918,50;11326,50;1156,25;20010,50;55643,00;16929,00;92867,00;8431,25;17393,75;8431,25;8431,25;137640,00;5439,91;2110,99;2110,99;1339,00;68990,28
27.06.2020 21:00;440039,20;890372,00;9116,75;5035,25;4058,50;15565,00;15565,00;6447,72;15565,00;9650,00;15565,00;6447,72;2331,68;38090,00;3514,00;20568,00;10270,25;9601,00;14522,44;12451,40;11419,00;11419,00;12451,40;22687,50;5858,93;11006,36;15959,00;5858,93;10903,76;9223,00;10270,25;1096,75;18565,25;50146,00;16059,00;85773,00;8109,25;15959,00;8109,25;8109,25;126755,00;4771,19;1911,93;1911,93;1228,00;61953,22
27.06.2020 22:00;417693,20;868109,00;8741,75;4827,75;3935,50;14602,25;14602,25;6203,96;14602,25;9375,00;14602,25;6203,96;2223,41;36489,00;3352,00;21007,00;10198,75;8971,00;13394,85;12008,60;10869,00;10869,00;12008,60;21698,00;5730,57;10403,11;14776,75;5730,57;10726,26;8961,00;10198,75;1018,00;17376,00;44708,00;15444,00;80446,00;7621,75;14776,75;7621,75;7621,75;118417,50;4603,39;1818,32;1818,32;1177,00;59218,62
27.06.2020 23:00;373289,30;920007,00;8047,75;4422,75;3622,00;12798,50;12798,50;5634,22;12798,50;8940,00;12798,50;5634,22;1935,25;33284,00;3053,00;20385,00;9393,50;8183,00;12291,22;10709,07;10126,00;10126,00;10709,07;19704,50;5383,81;9216,36;12853,75;5383,81;9902,52;7952,50;9393,50;885,00;15653,50;42113,00;13772,00;77266,00;7035,75;12853,75;7035,75;7035,75;114910,00;3984,00;1632,00;1632,00;1075,00;54569,52
28.06.2020 00:00;328854,10;1142756,00;7333,75;3827,00;3276,50;10982,75;10982,75;5058,58;10982,75;8990,00;10982,75;5058,58;1731,43;30242,00;2768,00;19245,00;8889,50;7410,00;10644,20;9135,01;9025,00;9025,00;9135,01;17471,00;4935,28;8020,67;11495,00;4935,28;8886,82;7244,25;8889,50;770,00;13854,00;37786,00;12472,00;68420,00;6667,50;11495,00;6667,50;6667,50;105775,00;3570,25;1425,24;1425,24;978,00;48410,84
28.06.2020 01:00;293770,00;1114076,00;7142,00;3520,50;3089,50;10343,50;10343,50;4601,54;10343,50;7575,00;10343,50;4601,54;1550,29;28544,00;2593,00;18850,00;8158,75;6858,00;9521,60;8050,57;8373,00;8373,00;8050,57;15987,50;4669,31;7472,52;10796,75;4669,31;8039,71;6555,75;8158,75;710,25;12740,25;31572,00;11684,00;62215,00;5892,00;10796,75;5892,00;5892,00;95565,00;3202,52;1248,69;1248,69;923,00;44284,25
28.06.2020 02:00;277854,80;1045515,00;6827,75;3315,00;2911,75;9653,00;9653,00;4349,41;9653,00;7670,00;9653,00;4349,41;1509,23;27308,00;2500,00;18290,00;8051,50;6502,00;8811,31;7470,58;7848,00;7848,00;7470,58;14895,00;4400,15;7001,21;10328,75;4400,15;7171,08;6278,75;8051,50;660,75;12309,50;27646,00;11089,00;57964,00;5159,25;10328,75;5159,25;5159,25;88812,50;2974,97;1165,67;1165,67;892,00;41831,85
28.06.2020 03:00;266409,10;1066890,00;6624,25;3322,75;2830,25;9759,50;9759,50;4314,80;9759,50;8425,00;9759,50;4314,80;1473,96;26308,00;2437,00;18037,00;7824,00;6320,00;8257,05;7252,18;7437,00;7437,00;7252,18;14522,00;4281,01;7037,15;9975,00;4281,01;6892,37;6174,75;7824,00;635,00;12059,75;25727,00;10897,00;55214,00;5352,75;9975,00;5352,75;5352,75;84830,00;2919,12;1140,68;1140,68;870,00;40495,36
28.06.2020 04:00;264890,30;1047998,00;6495,00;3288,50;2785,00;9816,25;9816,25;4160,39;9816,25;8425,00;9816,25;4160,39;1529,47;26073,00;2362,00;17262,00;7645,75;6177,00;8002,31;7158,06;7171,00;7171,00;7158,06;14166,00;4222,43;6988,32;9777,75;4222,43;7069,58;5960,50;7645,75;606,25;11835,25;25344,00;10674,00;53778,00;4924,25;9777,75;4924,25;4924,25;82745,00;2870,58;1072,19;1072,19;843,00;39203,68
28.06.2020 05:00;270419,60;1032593,00;6478,25;3123,25;2734,25;9189,50;9189,50;4018,57;9189,50;9175,00;9189,50;4018,57;1552,26;25526,00;2179,00;16661,00;7217,50;6124,00;7730,06;7301,30;6775,00;6775,00;7301,30;13959,00;4022,69;6604,03;10023,75;4022,69;6893,77;5683,75;7217,50;550,50;11793,25;25250,00;10134,00;52209,00;5181,00;10023,75;5181,00;5181,00;79720,00;3012,28;1069,35;1069,35;774,00;37757,70
28.06.2020 06:00;282419,10;1048496,00;6659,25;3210,50;2728,00;9890,25;9890,25;4185,22;9890,25;9460,00;9890,25;4185,22;1687,02;26573,00;2260,00;16966,00;7813,00;6414,00;7902,59;8386,41;7285,00;7285,00;8386,41;14418,00;4147,15;7037,73;10711,50;4147,15;7881,11;6047,25;7813,00;597,50;12725,00;25637,00;10737,00;52015,00;4994,00;10711,50;4994,00;4994,00;78290,00;3286,52;1172,73;1172,73;783,00;39420,09
28.06.2020 07:00;314671,30;1069951,00;7020,75;3664,25;3314,50;11331,50;11331,50;4815,26;11331,50;8700,00;11331,50;4815,26;1927,32;29649,00;2605,00;18294,00;8740,75;7464,00;8806,65;9681,78;8014,00;8014,00;9681,78;16009,50;4409,52;8073,38;11859,50;4409,52;8569,13;6663,25;8740,75;756,50;14042,50;29311,00;12078,00;54794,00;5740,50;11859,50;5740,50;5740,50;81890,00;3690,67;1333,40;1333,40;892,00;44327,27
28.06.2020 08:00;364392,40;1156400,00;7384,00;4489,75;3544,75;14729,50;14729,50;5730,75;14729,50;7550,00;14729,50;5730,75;2136,94;32842,00;2800,00;18578,00;9840,75;8497,00;10687,02;11844,25;9329,00;9329,00;11844,25;19184,50;4897,97;10230,13;13953,50;4897,97;10046,20;7916,75;9840,75;929,50;16407,50;35074,00;13957,00;61414,00;6172,00;13953,50;6172,00;6172,00;89785,00;4787,88;1710,26;1710,26;931,00;54748,08
28.06.2020 09:00;389145,50;1221006,00;7466,75;4399,00;3310,50;16858,50;16858,50;6327,72;16858,50;7395,00;16858,50;6327,72;2270,09;34856,00;2701,00;19311,00;10200,75;9567,00;11606,43;13054,44;10198,00;10198,00;13054,44;20919,25;5348,38;11593,11;16547,25;5348,38;11676,34;8512,50;10200,75;1057,00;18205,50;43519,00;15917,00;69082,00;7030,50;16547,25;7030,50;7030,50;102132,50;6001,31;2046,57;2046,57;806,00;63035,63
