Datum;0_Ezg_Enercon-126_Enercon E-66/1800_1975;1_Ezg_Enercon-126_Enercon E-66/1800_1975;2_Ezg_SÃÂ¼dwind N3127_Nordex N117/3000_1975;3_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;4_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;5_Ezg_Nordex N117/3000_Nordex N117/3000_1975;6_Ezg_Nordex N27/150_nan_1975;7_Ezg_Nordex N27/150_nan_1975;8_Ezg_AN Bonus 600/44_nan_1975;9_Ezg_AN Bonus 600/45_nan_1975;10_Ezg_Enercon E-40/5.40_nan_1975;11_Ezg_Enercon E-40/5.40_nan_1975;12_Ezg_Senvion MM100_nan_1975;13_Ezg_Senvion MM100_nan_1975;14_Ezg_Senvion MM100_nan_1975;15_Ezg_Senvion MM100_nan_1975;16_Ezg_Senvion MM100_nan_1975;17_Ezg_Senvion MM100_nan_1975;18_Ezg_Nordex N117/3000_Nordex N117/3000_1975;19_Ezg_Nordex N117/2400_Nordex N117/2400_1975;20_Ezg_Nordex N117/2400_Nordex N117/2400_1975;21_Ezg_Nordex N117/2400_Nordex N117/2400_1975;22_Ezg_Nordex N117/2400_Nordex N117/2400_1975;23_Ezg_Nordex N117/2400_Nordex N117/2400_1975;24_Ezg_Nordex N100/2500_nan_1975;25_Ezg_Nordex N100/2500_nan_1975;26_Ezg_Micon M1500-600_nan_1975;27_Ezg_Micon M1500-600_nan_1975;28_Ezg_Micon M1500-600_nan_1975;29_Ezg_Enercon E-40/5.40_nan_1975;30_Ezg_Enercon E-40/5.40_nan_1975;31_Ezg_Enercon E-40/5.40_nan_1975;32_Ezg_Enercon E-40/6.44_nan_1975;33_Ezg_Enercon E-40/6.44_nan_1975;34_Ezg_Enercon E-40/6.44_nan_1975;35_Ezg_Enercon E-40/6.44_nan_1975;36_Ezg_Vestas V90-2MW_nan_1975;37_Ezg_Vestas V117-3.3MW_nan_1975;38_Ezg_Vestas V117-3.3MW_nan_1975;39_Ezg_Enercon E-66/15.66_Enercon E-66/1500_1975;40_Ezg_Repower MD77_nan_1975;41_Ezg_Repower 3.4M104_REpower 3.4M104_1975;42_Ezg_Tacke TW 600_Tacke TW 600_1975;43_Ezg_Enercon E-40/5.40_nan_1975;44_Ezg_Enercon E-92_nan_1975;45_Ezg_Enercon E-92_nan_1975;46_Ezg_Senvion MM100_nan_1975;47_Ezg_Senvion MM100_nan_1975;48_Ezg_Senvion MM100_nan_1975;49_Ezg_Senvion MM100_nan_1975;50_Ezg_Enercon E-40/5.40_nan_1975;51_Ezg_Enercon E-40/5.40_nan_1975;52_Ezg_Enercon E-40/5.40_nan_1975;53_Ezg_Enercon E-40/5.40_nan_1975;54_Ezg_NEG Micon NM48/600_nan_1975;55_Ezg_NEG Micon NM48/600_nan_1975;56_Ezg_Nordex N117/2400_Nordex N117/2400_1975;57_Ezg_Nordex N117/2400_Nordex N117/2400_1975;58_Ezg_Nordex N117/2400_Nordex N117/2400_1975;59_Ezg_Nordex N117/2400_Nordex N117/2400_1975;60_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;61_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;62_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;63_Ezg_Nordex N117/3000_Nordex N117/3000_1975;64_Ezg_Nordex N117/3000_Nordex N117/3000_1975;65_Ezg_Nordex N117/3000_Nordex N117/3000_1975
2019-02-23 00:00:00;2225;2225;104;667;667;1158;53;53;213;213;178;178;713;713;713;713;713;713;1158;1011;1011;1011;1011;1011;891;891;213;213;213;178;178;178;213;213;213;213;713;1176;1176;534;534;1167;191;178;713;713;713;713;713;713;178;178;178;178;213;213;1011;1011;1011;1011;1112;1112;1112;1158;1158;1158
2019-02-23 01:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-02-23 02:00:00;3588;3588;168;1076;1076;1869;86;86;345;345;287;287;1150;1150;1150;1150;1150;1150;1869;1631;1631;1631;1631;1631;1437;1437;345;345;345;287;287;287;345;345;345;345;1150;1897;1897;862;862;1883;309;287;1150;1150;1150;1150;1150;1150;287;287;287;287;345;345;1631;1631;1631;1631;1794;1794;1794;1869;1869;1869
2019-02-23 03:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-02-23 04:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-02-23 05:00:00;1937;1937;90;581;581;1009;46;46;186;186;155;155;621;621;621;621;621;621;1009;880;880;880;880;880;776;776;186;186;186;155;155;155;186;186;186;186;621;1024;1024;465;465;1016;167;155;621;621;621;621;621;621;155;155;155;155;186;186;880;880;880;880;968;968;968;1009;1009;1009
2019-02-23 06:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-02-23 07:00:00;2583;2583;121;775;775;1345;62;62;248;248;207;207;828;828;828;828;828;828;1345;1174;1174;1174;1174;1174;1035;1035;248;248;248;207;207;207;248;248;248;248;828;1366;1366;621;621;1355;222;207;828;828;828;828;828;828;207;207;207;207;248;248;1174;1174;1174;1174;1291;1291;1291;1345;1345;1345
2019-02-23 08:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-02-23 09:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-02-23 10:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-02-23 11:00:00;3517;3517;164;1055;1055;1831;84;84;338;338;281;281;1127;1127;1127;1127;1127;1127;1831;1598;1598;1598;1598;1598;1409;1409;338;338;338;281;281;281;338;338;338;338;1127;1859;1859;845;845;1845;303;281;1127;1127;1127;1127;1127;1127;281;281;281;281;338;338;1598;1598;1598;1598;1758;1758;1758;1831;1831;1831
2019-02-23 12:00:00;3373;3373;158;1012;1012;1757;81;81;324;324;270;270;1081;1081;1081;1081;1081;1081;1757;1533;1533;1533;1533;1533;1351;1351;324;324;324;270;270;270;324;324;324;324;1081;1784;1784;810;810;1770;290;270;1081;1081;1081;1081;1081;1081;270;270;270;270;324;324;1533;1533;1533;1533;1686;1686;1686;1757;1757;1757
2019-02-23 13:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-02-23 14:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-02-23 15:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-02-23 16:00:00;2512;2512;117;753;753;1308;60;60;241;241;201;201;805;805;805;805;805;805;1308;1141;1141;1141;1141;1141;1006;1006;241;241;241;201;201;201;241;241;241;241;805;1328;1328;603;603;1318;216;201;805;805;805;805;805;805;201;201;201;201;241;241;1141;1141;1141;1141;1256;1256;1256;1308;1308;1308
2019-02-23 17:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-02-23 18:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-02-23 19:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-02-23 20:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-02-23 21:00:00;2153;2153;100;645;645;1121;51;51;207;207;172;172;690;690;690;690;690;690;1121;978;978;978;978;978;862;862;207;207;207;172;172;172;207;207;207;207;690;1138;1138;517;517;1129;185;172;690;690;690;690;690;690;172;172;172;172;207;207;978;978;978;978;1076;1076;1076;1121;1121;1121
2019-02-23 22:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-02-23 23:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-02-24 00:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-02-24 01:00:00;1794;1794;84;538;538;934;43;43;172;172;143;143;575;575;575;575;575;575;934;815;815;815;815;815;718;718;172;172;172;143;143;143;172;172;172;172;575;948;948;431;431;941;154;143;575;575;575;575;575;575;143;143;143;143;172;172;815;815;815;815;0;0;0;934;934;934
2019-02-24 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 05:00:00;1291;1291;0;387;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 06:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 07:00:00;1722;1722;80;516;516;897;41;41;165;165;138;138;552;552;552;552;552;552;897;783;783;783;783;783;690;690;165;165;165;138;138;138;165;165;165;165;552;911;911;414;414;903;148;138;552;552;552;552;552;552;138;138;138;138;165;165;783;783;783;783;0;0;0;897;897;897
2019-02-24 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 10:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 11:00:00;1794;1794;84;538;538;934;43;43;172;172;143;143;575;575;575;575;575;575;934;815;815;815;815;815;718;718;172;172;172;143;143;143;172;172;172;172;575;948;948;431;431;941;154;143;575;575;575;575;575;575;143;143;143;143;172;172;815;815;815;815;0;0;0;934;934;934
2019-02-24 12:00:00;1435;1435;0;430;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 13:00:00;1794;1794;84;538;538;934;43;43;172;172;143;143;575;575;575;575;575;575;934;815;815;815;815;815;718;718;172;172;172;143;143;143;172;172;172;172;575;948;948;431;431;941;154;143;575;575;575;575;575;575;143;143;143;143;172;172;815;815;815;815;0;0;0;934;934;934
2019-02-24 14:00:00;1650;1650;77;495;495;859;39;39;158;158;132;132;529;529;529;529;529;529;859;750;750;750;750;750;661;661;158;158;158;132;132;132;158;158;158;158;529;873;873;396;396;0;142;132;529;529;529;529;529;529;132;132;132;132;158;158;750;750;750;750;0;0;0;859;859;859
2019-02-24 15:00:00;1291;1291;0;387;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 16:00:00;2081;2081;97;624;624;1084;50;50;200;200;166;166;667;667;667;667;667;667;1084;946;946;946;946;946;833;833;200;200;200;166;166;166;200;200;200;200;667;1100;1100;500;500;1092;179;166;667;667;667;667;667;667;166;166;166;166;200;200;946;946;946;946;1040;1040;1040;1084;1084;1084
2019-02-24 17:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 18:00:00;1220;1220;0;366;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 19:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-24 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 08:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 10:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 11:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 12:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 13:00:00;1650;1650;77;495;495;859;39;39;158;158;132;132;529;529;529;529;529;529;859;750;750;750;750;750;661;661;158;158;158;132;132;132;158;158;158;158;529;873;873;396;396;0;142;132;529;529;529;529;529;529;132;132;132;132;158;158;750;750;750;750;0;0;0;859;859;859
2019-02-25 14:00:00;2153;2153;100;645;645;1121;51;51;207;207;172;172;690;690;690;690;690;690;1121;978;978;978;978;978;862;862;207;207;207;172;172;172;207;207;207;207;690;1138;1138;517;517;1129;185;172;690;690;690;690;690;690;172;172;172;172;207;207;978;978;978;978;1076;1076;1076;1121;1121;1121
2019-02-25 15:00:00;2799;2799;131;839;839;1457;67;67;269;269;224;224;897;897;897;897;897;897;1457;1272;1272;1272;1272;1272;1121;1121;269;269;269;224;224;224;269;269;269;269;897;1480;1480;672;672;1468;241;224;897;897;897;897;897;897;224;224;224;224;269;269;1272;1272;1272;1272;1399;1399;1399;1457;1457;1457
2019-02-25 16:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-02-25 17:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-02-25 18:00:00;1507;1507;70;452;452;785;36;36;144;144;120;120;483;483;483;483;483;483;785;685;685;685;685;685;603;603;144;144;144;120;120;120;144;144;144;144;483;797;797;362;362;0;129;120;483;483;483;483;483;483;120;120;120;120;144;144;685;685;685;685;0;0;0;785;785;785
2019-02-25 19:00:00;2153;2153;100;645;645;1121;51;51;207;207;172;172;690;690;690;690;690;690;1121;978;978;978;978;978;862;862;207;207;207;172;172;172;207;207;207;207;690;1138;1138;517;517;1129;185;172;690;690;690;690;690;690;172;172;172;172;207;207;978;978;978;978;1076;1076;1076;1121;1121;1121
2019-02-25 20:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 22:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-25 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-02-26 06:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
