Datum;0_Ezg_Enercon-126_Enercon E-66/1800_1975;1_Ezg_Enercon-126_Enercon E-66/1800_1975;2_Ezg_SÃÂ¼dwind N3127_Nordex N117/3000_1975;3_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;4_Ezg_Enercon E-66/18.70_Enercon E-66/1800_1975;5_Ezg_Nordex N117/3000_Nordex N117/3000_1975;6_Ezg_Nordex N27/150_nan_1975;7_Ezg_Nordex N27/150_nan_1975;8_Ezg_AN Bonus 600/44_nan_1975;9_Ezg_AN Bonus 600/45_nan_1975;10_Ezg_Enercon E-40/5.40_nan_1975;11_Ezg_Enercon E-40/5.40_nan_1975;12_Ezg_Senvion MM100_nan_1975;13_Ezg_Senvion MM100_nan_1975;14_Ezg_Senvion MM100_nan_1975;15_Ezg_Senvion MM100_nan_1975;16_Ezg_Senvion MM100_nan_1975;17_Ezg_Senvion MM100_nan_1975;18_Ezg_Nordex N117/3000_Nordex N117/3000_1975;19_Ezg_Nordex N117/2400_Nordex N117/2400_1975;20_Ezg_Nordex N117/2400_Nordex N117/2400_1975;21_Ezg_Nordex N117/2400_Nordex N117/2400_1975;22_Ezg_Nordex N117/2400_Nordex N117/2400_1975;23_Ezg_Nordex N117/2400_Nordex N117/2400_1975;24_Ezg_Nordex N100/2500_nan_1975;25_Ezg_Nordex N100/2500_nan_1975;26_Ezg_Micon M1500-600_nan_1975;27_Ezg_Micon M1500-600_nan_1975;28_Ezg_Micon M1500-600_nan_1975;29_Ezg_Enercon E-40/5.40_nan_1975;30_Ezg_Enercon E-40/5.40_nan_1975;31_Ezg_Enercon E-40/5.40_nan_1975;32_Ezg_Enercon E-40/6.44_nan_1975;33_Ezg_Enercon E-40/6.44_nan_1975;34_Ezg_Enercon E-40/6.44_nan_1975;35_Ezg_Enercon E-40/6.44_nan_1975;36_Ezg_Vestas V90-2MW_nan_1975;37_Ezg_Vestas V117-3.3MW_nan_1975;38_Ezg_Vestas V117-3.3MW_nan_1975;39_Ezg_Enercon E-66/15.66_Enercon E-66/1500_1975;40_Ezg_Repower MD77_nan_1975;41_Ezg_Repower 3.4M104_REpower 3.4M104_1975;42_Ezg_Tacke TW 600_Tacke TW 600_1975;43_Ezg_Enercon E-40/5.40_nan_1975;44_Ezg_Enercon E-92_nan_1975;45_Ezg_Enercon E-92_nan_1975;46_Ezg_Senvion MM100_nan_1975;47_Ezg_Senvion MM100_nan_1975;48_Ezg_Senvion MM100_nan_1975;49_Ezg_Senvion MM100_nan_1975;50_Ezg_Enercon E-40/5.40_nan_1975;51_Ezg_Enercon E-40/5.40_nan_1975;52_Ezg_Enercon E-40/5.40_nan_1975;53_Ezg_Enercon E-40/5.40_nan_1975;54_Ezg_NEG Micon NM48/600_nan_1975;55_Ezg_NEG Micon NM48/600_nan_1975;56_Ezg_Nordex N117/2400_Nordex N117/2400_1975;57_Ezg_Nordex N117/2400_Nordex N117/2400_1975;58_Ezg_Nordex N117/2400_Nordex N117/2400_1975;59_Ezg_Nordex N117/2400_Nordex N117/2400_1975;60_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;61_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;62_Ezg_Siemens SWT-3.0-113_Siemens SWT 3.0-113_1975;63_Ezg_Nordex N117/3000_Nordex N117/3000_1975;64_Ezg_Nordex N117/3000_Nordex N117/3000_1975;65_Ezg_Nordex N117/3000_Nordex N117/3000_1975
2019-01-03 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 02:00:00;1435;1435;0;430;430;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-04 03:00:00;2296;2296;107;689;689;1196;55;55;220;220;184;184;736;736;736;736;736;736;1196;1044;1044;1044;1044;1044;920;920;220;220;220;184;184;184;220;220;220;220;736;1214;1214;552;552;1205;198;184;736;736;736;736;736;736;184;184;184;184;220;220;1044;1044;1044;1044;1148;1148;1148;1196;1196;1196
2019-01-04 04:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-01-04 05:00:00;2296;2296;107;689;689;1196;55;55;220;220;184;184;736;736;736;736;736;736;1196;1044;1044;1044;1044;1044;920;920;220;220;220;184;184;184;220;220;220;220;736;1214;1214;552;552;1205;198;184;736;736;736;736;736;736;184;184;184;184;220;220;1044;1044;1044;1044;1148;1148;1148;1196;1196;1196
2019-01-04 06:00:00;2368;2368;111;710;710;1233;56;56;227;227;189;189;759;759;759;759;759;759;1233;1076;1076;1076;1076;1076;948;948;227;227;227;189;189;189;227;227;227;227;759;1252;1252;569;569;1242;204;189;759;759;759;759;759;759;189;189;189;189;227;227;1076;1076;1076;1076;1184;1184;1184;1233;1233;1233
2019-01-04 07:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-01-04 08:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-01-04 09:00:00;4306;4306;201;1291;1291;2243;103;103;414;414;345;345;1380;1380;1380;1380;1380;1380;2243;1957;1957;1957;1957;1957;1725;1725;414;414;414;345;345;345;414;414;414;414;1380;2277;2277;1035;1035;2259;371;345;1380;1380;1380;1380;1380;1380;345;345;345;345;414;414;1957;1957;1957;1957;2153;2153;2153;2243;2243;2243
2019-01-04 10:00:00;4234;4234;198;1270;1270;2205;101;101;407;407;339;339;1357;1357;1357;1357;1357;1357;2205;1924;1924;1924;1924;1924;1696;1696;407;407;407;339;339;339;407;407;407;407;1357;2239;2239;1017;1017;2221;365;339;1357;1357;1357;1357;1357;1357;339;339;339;339;407;407;1924;1924;1924;1924;2117;2117;2117;2205;2205;2205
2019-01-04 11:00:00;4737;4737;222;1421;1421;2467;113;113;455;455;379;379;1518;1518;1518;1518;1518;1518;2467;2153;2153;2153;2153;2153;1897;1897;455;455;455;379;379;379;455;455;455;455;1518;2505;2505;1138;1138;2485;408;379;1518;1518;1518;1518;1518;1518;379;379;379;379;455;455;2153;2153;2153;2153;2368;2368;2368;2467;2467;2467
2019-01-04 12:00:00;5239;5239;245;1571;1571;2729;125;125;503;503;419;419;1679;1679;1679;1679;1679;1679;2729;2381;2381;2381;2381;2381;2099;2099;503;503;503;419;419;419;503;503;503;503;1679;2770;2770;1259;1259;2749;451;419;1679;1679;1679;1679;1679;1679;419;419;419;419;503;503;2381;2381;2381;2381;2619;2619;2619;2729;2729;2729
2019-01-04 13:00:00;5096;5096;238;1528;1528;2654;122;122;490;490;408;408;1633;1633;1633;1633;1633;1633;2654;2316;2316;2316;2316;2316;2041;2041;490;490;490;408;408;408;490;490;490;490;1633;2695;2695;1225;1225;2673;439;408;1633;1633;1633;1633;1633;1633;408;408;408;408;490;490;2316;2316;2316;2316;2548;2548;2548;2654;2654;2654
2019-01-04 14:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-04 15:00:00;3875;3875;181;1162;1162;2018;93;93;372;372;310;310;1242;1242;1242;1242;1242;1242;2018;1761;1761;1761;1761;1761;1552;1552;372;372;372;310;310;310;372;372;372;372;1242;2049;2049;931;931;2033;334;310;1242;1242;1242;1242;1242;1242;310;310;310;310;372;372;1761;1761;1761;1761;1937;1937;1937;2018;2018;2018
2019-01-04 16:00:00;3588;3588;168;1076;1076;1869;86;86;345;345;287;287;1150;1150;1150;1150;1150;1150;1869;1631;1631;1631;1631;1631;1437;1437;345;345;345;287;287;287;345;345;345;345;1150;1897;1897;862;862;1883;309;287;1150;1150;1150;1150;1150;1150;287;287;287;287;345;345;1631;1631;1631;1631;1794;1794;1794;1869;1869;1869
2019-01-04 17:00:00;4378;4378;205;1313;1313;2280;105;105;420;420;350;350;1403;1403;1403;1403;1403;1403;2280;1990;1990;1990;1990;1990;1754;1754;420;420;420;350;350;350;420;420;420;420;1403;2315;2315;1052;1052;2297;377;350;1403;1403;1403;1403;1403;1403;350;350;350;350;420;420;1990;1990;1990;1990;2189;2189;2189;2280;2280;2280
2019-01-04 18:00:00;5670;5670;265;1701;1701;2953;136;136;545;545;454;454;1817;1817;1817;1817;1817;1817;2953;2400;2400;2400;2400;2400;2271;2271;545;545;545;454;454;454;545;545;545;545;1817;2998;2998;1363;1363;2975;488;454;1817;1817;1817;1817;1817;1817;454;454;454;454;545;545;2400;2400;2400;2400;2835;2835;2835;2953;2953;2953
2019-01-04 19:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-04 20:00:00;4880;4880;228;1464;1464;2542;117;117;469;469;391;391;1564;1564;1564;1564;1564;1564;2542;2218;2218;2218;2218;2218;1955;1955;469;469;469;391;391;391;469;469;469;469;1564;2581;2581;1173;1173;2560;420;391;1564;1564;1564;1564;1564;1564;391;391;391;391;469;469;2218;2218;2218;2218;2440;2440;2440;2542;2542;2542
2019-01-04 21:00:00;5167;5167;242;1550;1550;2691;124;124;496;496;414;414;1656;1656;1656;1656;1656;1656;2691;2349;2349;2349;2349;2349;2070;2070;496;496;496;414;414;414;496;496;496;496;1656;2733;2733;1242;1242;2711;445;414;1656;1656;1656;1656;1656;1656;414;414;414;414;496;496;2349;2349;2349;2349;2583;2583;2583;2691;2691;2691
2019-01-04 22:00:00;5598;5598;262;1679;1679;2915;134;134;538;538;448;448;1794;1794;1794;1794;1794;1794;2915;2400;2400;2400;2400;2400;2243;2243;538;538;538;448;448;448;538;538;538;538;1794;2960;2960;1345;1345;2937;482;448;1794;1794;1794;1794;1794;1794;448;448;448;448;538;538;2400;2400;2400;2400;2799;2799;2799;2915;2915;2915
2019-01-04 23:00:00;6000;6000;270;1800;1800;3000;148;148;593;593;494;494;1978;1978;1978;1978;1978;1978;3000;2400;2400;2400;2400;2400;2473;2473;593;593;593;494;494;494;593;593;593;593;1978;3264;3264;1483;1483;3238;532;494;1978;1978;1978;1978;1978;1978;494;494;494;494;593;593;2400;2400;2400;2400;3000;3000;3000;3000;3000;3000
2019-01-05 00:00:00;5742;5742;269;1722;1722;2990;138;138;552;552;460;460;1840;1840;1840;1840;1840;1840;2990;2400;2400;2400;2400;2400;2300;2300;552;552;552;460;460;460;552;552;552;552;1840;3036;3036;1380;1380;3012;495;460;1840;1840;1840;1840;1840;1840;460;460;460;460;552;552;2400;2400;2400;2400;2871;2871;2871;2990;2990;2990
2019-01-05 01:00:00;5813;5813;270;1744;1744;3000;139;139;559;559;465;465;1863;1863;1863;1863;1863;1863;3000;2400;2400;2400;2400;2400;2329;2329;559;559;559;465;465;465;559;559;559;559;1863;3074;3074;1397;1397;3050;501;465;1863;1863;1863;1863;1863;1863;465;465;465;465;559;559;2400;2400;2400;2400;2906;2906;2906;3000;3000;3000
2019-01-05 02:00:00;5670;5670;265;1701;1701;2953;136;136;545;545;454;454;1817;1817;1817;1817;1817;1817;2953;2400;2400;2400;2400;2400;2271;2271;545;545;545;454;454;454;545;545;545;545;1817;2998;2998;1363;1363;2975;488;454;1817;1817;1817;1817;1817;1817;454;454;454;454;545;545;2400;2400;2400;2400;2835;2835;2835;2953;2953;2953
2019-01-05 03:00:00;5311;5311;248;1593;1593;2766;127;127;510;510;425;425;1702;1702;1702;1702;1702;1702;2766;2400;2400;2400;2400;2400;2127;2127;510;510;510;425;425;425;510;510;510;510;1702;2808;2808;1276;1276;2786;457;425;1702;1702;1702;1702;1702;1702;425;425;425;425;510;510;2400;2400;2400;2400;2655;2655;2655;2766;2766;2766
2019-01-05 04:00:00;5813;5813;270;1744;1744;3000;139;139;559;559;465;465;1863;1863;1863;1863;1863;1863;3000;2400;2400;2400;2400;2400;2329;2329;559;559;559;465;465;465;559;559;559;559;1863;3074;3074;1397;1397;3050;501;465;1863;1863;1863;1863;1863;1863;465;465;465;465;559;559;2400;2400;2400;2400;2906;2906;2906;3000;3000;3000
2019-01-05 05:00:00;5813;5813;270;1744;1744;3000;139;139;559;559;465;465;1863;1863;1863;1863;1863;1863;3000;2400;2400;2400;2400;2400;2329;2329;559;559;559;465;465;465;559;559;559;559;1863;3074;3074;1397;1397;3050;501;465;1863;1863;1863;1863;1863;1863;465;465;465;465;559;559;2400;2400;2400;2400;2906;2906;2906;3000;3000;3000
2019-01-05 06:00:00;5455;5455;255;1636;1636;2841;131;131;524;524;437;437;1748;1748;1748;1748;1748;1748;2841;2400;2400;2400;2400;2400;2185;2185;524;524;524;437;437;437;524;524;524;524;1748;2884;2884;1311;1311;2862;470;437;1748;1748;1748;1748;1748;1748;437;437;437;437;524;524;2400;2400;2400;2400;2727;2727;2727;2841;2841;2841
2019-01-05 07:00:00;4593;4593;215;1378;1378;2392;110;110;441;441;368;368;1472;1472;1472;1472;1472;1472;2392;2088;2088;2088;2088;2088;1840;1840;441;441;441;368;368;368;441;441;441;441;1472;2429;2429;1104;1104;2410;396;368;1472;1472;1472;1472;1472;1472;368;368;368;368;441;441;2088;2088;2088;2088;2296;2296;2296;2392;2392;2392
2019-01-05 08:00:00;3517;3517;164;1055;1055;1831;84;84;338;338;281;281;1127;1127;1127;1127;1127;1127;1831;1598;1598;1598;1598;1598;1409;1409;338;338;338;281;281;281;338;338;338;338;1127;1859;1859;845;845;1845;303;281;1127;1127;1127;1127;1127;1127;281;281;281;281;338;338;1598;1598;1598;1598;1758;1758;1758;1831;1831;1831
2019-01-05 09:00:00;3158;3158;148;947;947;1644;75;75;303;303;253;253;1012;1012;1012;1012;1012;1012;1644;1435;1435;1435;1435;1435;1265;1265;303;303;303;253;253;253;303;303;303;303;1012;1670;1670;759;759;1657;272;253;1012;1012;1012;1012;1012;1012;253;253;253;253;303;303;1435;1435;1435;1435;1579;1579;1579;1644;1644;1644
2019-01-05 10:00:00;2871;2871;134;861;861;1495;69;69;276;276;230;230;920;920;920;920;920;920;1495;1305;1305;1305;1305;1305;1150;1150;276;276;276;230;230;230;276;276;276;276;920;1518;1518;690;690;1506;247;230;920;920;920;920;920;920;230;230;230;230;276;276;1305;1305;1305;1305;1435;1435;1435;1495;1495;1495
2019-01-05 11:00:00;3158;3158;148;947;947;1644;75;75;303;303;253;253;1012;1012;1012;1012;1012;1012;1644;1435;1435;1435;1435;1435;1265;1265;303;303;303;253;253;253;303;303;303;303;1012;1670;1670;759;759;1657;272;253;1012;1012;1012;1012;1012;1012;253;253;253;253;303;303;1435;1435;1435;1435;1579;1579;1579;1644;1644;1644
2019-01-05 12:00:00;3229;3229;151;968;968;1682;77;77;310;310;258;258;1035;1035;1035;1035;1035;1035;1682;1468;1468;1468;1468;1468;1294;1294;310;310;310;258;258;258;310;310;310;310;1035;1708;1708;776;776;1694;278;258;1035;1035;1035;1035;1035;1035;258;258;258;258;310;310;1468;1468;1468;1468;1614;1614;1614;1682;1682;1682
2019-01-05 13:00:00;3301;3301;154;990;990;1719;79;79;317;317;264;264;1058;1058;1058;1058;1058;1058;1719;1500;1500;1500;1500;1500;1322;1322;317;317;317;264;264;264;317;317;317;317;1058;1746;1746;793;793;1732;284;264;1058;1058;1058;1058;1058;1058;264;264;264;264;317;317;1500;1500;1500;1500;1650;1650;1650;1719;1719;1719
2019-01-05 14:00:00;3086;3086;144;925;925;1607;74;74;296;296;247;247;989;989;989;989;989;989;1607;1402;1402;1402;1402;1402;1236;1236;296;296;296;247;247;247;296;296;296;296;989;1632;1632;741;741;1619;266;247;989;989;989;989;989;989;247;247;247;247;296;296;1402;1402;1402;1402;1543;1543;1543;1607;1607;1607
2019-01-05 15:00:00;3014;3014;141;904;904;1570;72;72;289;289;241;241;966;966;966;966;966;966;1570;1370;1370;1370;1370;1370;1207;1207;289;289;289;241;241;241;289;289;289;289;966;1594;1594;724;724;1581;259;241;966;966;966;966;966;966;241;241;241;241;289;289;1370;1370;1370;1370;1507;1507;1507;1570;1570;1570
2019-01-05 16:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-01-05 17:00:00;2368;2368;111;710;710;1233;56;56;227;227;189;189;759;759;759;759;759;759;1233;1076;1076;1076;1076;1076;948;948;227;227;227;189;189;189;227;227;227;227;759;1252;1252;569;569;1242;204;189;759;759;759;759;759;759;189;189;189;189;227;227;1076;1076;1076;1076;1184;1184;1184;1233;1233;1233
2019-01-05 18:00:00;2009;2009;94;602;602;1046;48;48;193;193;161;161;644;644;644;644;644;644;1046;913;913;913;913;913;805;805;193;193;193;161;161;161;193;193;193;193;644;1062;1062;483;483;1054;173;161;644;644;644;644;644;644;161;161;161;161;193;193;913;913;913;913;1004;1004;1004;1046;1046;1046
2019-01-05 19:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-01-05 20:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 21:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 22:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-05 23:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 00:00:00;1220;1220;0;366;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 06:00:00;1220;1220;0;366;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 07:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 08:00:00;1220;1220;0;366;366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 09:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 10:00:00;1291;1291;0;387;387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 11:00:00;1507;1507;70;452;452;785;36;36;144;144;120;120;483;483;483;483;483;483;785;685;685;685;685;685;603;603;144;144;144;120;120;120;144;144;144;144;483;797;797;362;362;0;129;120;483;483;483;483;483;483;120;120;120;120;144;144;685;685;685;685;0;0;0;785;785;785
2019-01-06 12:00:00;1722;1722;80;516;516;897;41;41;165;165;138;138;552;552;552;552;552;552;897;783;783;783;783;783;690;690;165;165;165;138;138;138;165;165;165;165;552;911;911;414;414;903;148;138;552;552;552;552;552;552;138;138;138;138;165;165;783;783;783;783;0;0;0;897;897;897
2019-01-06 13:00:00;1363;1363;0;409;409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-01-06 14:00:00;1722;1722;80;516;516;897;41;41;165;165;138;138;552;552;552;552;552;552;897;783;783;783;783;783;690;690;165;165;165;138;138;138;165;165;165;165;552;911;911;414;414;903;148;138;552;552;552;552;552;552;138;138;138;138;165;165;783;783;783;783;0;0;0;897;897;897
2019-01-06 15:00:00;1579;1579;74;473;473;822;37;37;151;151;126;126;506;506;506;506;506;506;822;717;717;717;717;717;632;632;151;151;151;126;126;126;151;151;151;151;506;835;835;379;379;0;136;126;506;506;506;506;506;506;126;126;126;126;151;151;717;717;717;717;0;0;0;822;822;822
2019-01-06 16:00:00;1794;1794;84;538;538;934;43;43;172;172;143;143;575;575;575;575;575;575;934;815;815;815;815;815;718;718;172;172;172;143;143;143;172;172;172;172;575;948;948;431;431;941;154;143;575;575;575;575;575;575;143;143;143;143;172;172;815;815;815;815;0;0;0;934;934;934
2019-01-06 17:00:00;2727;2727;127;818;818;1420;65;65;262;262;218;218;874;874;874;874;874;874;1420;1239;1239;1239;1239;1239;1092;1092;262;262;262;218;218;218;262;262;262;262;874;1442;1442;655;655;1431;235;218;874;874;874;874;874;874;218;218;218;218;262;262;1239;1239;1239;1239;1363;1363;1363;1420;1420;1420
2019-01-06 18:00:00;2225;2225;104;667;667;1158;53;53;213;213;178;178;713;713;713;713;713;713;1158;1011;1011;1011;1011;1011;891;891;213;213;213;178;178;178;213;213;213;213;713;1176;1176;534;534;1167;191;178;713;713;713;713;713;713;178;178;178;178;213;213;1011;1011;1011;1011;1112;1112;1112;1158;1158;1158
2019-01-06 19:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
2019-01-06 20:00:00;2440;2440;114;732;732;1271;58;58;234;234;195;195;782;782;782;782;782;782;1271;1109;1109;1109;1109;1109;977;977;234;234;234;195;195;195;234;234;234;234;782;1290;1290;586;586;1280;210;195;782;782;782;782;782;782;195;195;195;195;234;234;1109;1109;1109;1109;1220;1220;1220;1271;1271;1271
2019-01-06 21:00:00;2942;2942;137;882;882;1532;70;70;282;282;235;235;943;943;943;943;943;943;1532;1337;1337;1337;1337;1337;1179;1179;282;282;282;235;235;235;282;282;282;282;943;1556;1556;707;707;1544;253;235;943;943;943;943;943;943;235;235;235;235;282;282;1337;1337;1337;1337;1471;1471;1471;1532;1532;1532
2019-01-06 22:00:00;2512;2512;117;753;753;1308;60;60;241;241;201;201;805;805;805;805;805;805;1308;1141;1141;1141;1141;1141;1006;1006;241;241;241;201;201;201;241;241;241;241;805;1328;1328;603;603;1318;216;201;805;805;805;805;805;805;201;201;201;201;241;241;1141;1141;1141;1141;1256;1256;1256;1308;1308;1308
2019-01-06 23:00:00;2655;2655;124;796;796;1383;63;63;255;255;212;212;851;851;851;851;851;851;1383;1207;1207;1207;1207;1207;1063;1063;255;255;255;212;212;212;255;255;255;255;851;1404;1404;638;638;1393;228;212;851;851;851;851;851;851;212;212;212;212;255;255;1207;1207;1207;1207;1327;1327;1327;1383;1383;1383
